Final,Actions,RIN,Agency,Sub,Priority,Init,Finish,Reviews,Reviewed,Init_d,Finish_d,pages,comments
1,1,9000-AL04,.,FAR,"Substantive, Nonsignificant",9/17/08,9/17/08,0,0,17792,17792,2,0
1,1,9000-AL06,.,FAR,"Substantive, Nonsignificant",9/17/08,9/17/08,0,0,17792,17792,2,0
1,1,9000-AL08,.,FAR,"Substantive, Nonsignificant",9/17/08,9/17/08,0,0,17792,17792,2,0
1,3,9000-AL10,.,FAR,"Substantive, Nonsignificant",8/17/07,9/17/08,0,0,17395,17792,0,0
1,3,3046-AA82,.,EEOC,"Substantive, Nonsignificant",2/19/08,7/11/08,0,0,17581,17724,3,0
1,6,3052-AC33,.,FCA,Other Significant,10/16/06,7/22/08,0,0,17090,17735,17,0
1,4,3052-AC36,.,FCA,Other Significant,9/13/07,7/30/08,0,0,17422,17743,7,0
1,3,3134-AA01,.,FCAH,Other Significant,3/4/08,4/18/08,0,0,17595,17640,4,0
1,6,3064-AC98,.,FDIC,Other Significant,12/13/05,7/17/08,0,0,16783,17730,0,0
1,9,3064-AD26,.,FDIC,"Substantive, Nonsignificant",12/21/05,7/17/08,0,0,16791,17730,43,0
1,1,3064-AD31,.,FDIC,Info./Admin./Other,8/7/08,8/7/08,0,0,17751,17751,4,0
1,6,1902-AD26,.,FERC,"Substantive, Nonsignificant",2/26/07,4/10/08,0,0,17223,17632,0,0
1,4,1902-AD33,.,FERC,"Substantive, Nonsignificant",6/29/07,11/23/07,0,0,17346,17493,0,0
1,4,1902-AD37,.,FERC,"Substantive, Nonsignificant",7/31/07,2/29/08,0,0,17378,17591,0,0
1,3,1902-AD38,.,FERC,"Substantive, Nonsignificant",8/2/07,11/23/07,0,0,17380,17493,0,0
1,4,1902-AD41,.,FERC,"Substantive, Nonsignificant",8/6/07,2/7/08,0,0,17384,17569,0,0
1,4,1902-AD44,.,FERC,"Substantive, Nonsignificant",8/20/07,1/9/08,0,0,17398,17540,0,0
1,3,1902-AD47,.,FERC,"Substantive, Nonsignificant",11/20/07,3/17/08,0,0,17490,17608,0,0
1,1,1902-AD57,.,FERC,Info./Admin./Other,5/1/08,5/1/08,0,0,17653,17653,0,0
1,1,2590-AA00,.,FHFA,Info./Admin./Other,9/30/08,9/30/08,0,0,17805,17805,4,0
1,10,3084-AA96,.,FTC,"Substantive, Nonsignificant",1/29/04,1/19/05,0,0,16099,16455,58,0
1,24,3084-AA98,.,FTC,"Substantive, Nonsignificant",2/13/04,8/29/08,0,0,16114,17773,7,0
1,4,3084-AB08,.,FTC,"Substantive, Nonsignificant",3/11/08,12/16/08,0,0,17602,17882,0,0
1,4,3084-AB11,.,FTC,"Substantive, Nonsignificant",4/1/08,1/1/09,0,0,17623,17898,0,0
1,3,3090-AI29,.,GSA,Other Significant,7/5/07,5/12/08,1,1,17352,17664,6,0
1,2,3090-AI70,.,GSA,"Substantive, Nonsignificant",8/8/08,8/8/08,0,0,17752,17752,2,0
1,10,3090-AH13,.,GSA,"Substantive, Nonsignificant",5/29/01,8/25/08,0,0,15124,17769,8,0
1,4,3090-AI38,.,GSA,Other Significant,12/11/07,8/29/08,1,1,17511,17773,4,0
1,2,3090-AI48,.,GSA,"Substantive, Nonsignificant",5/7/08,5/7/08,0,0,17659,17659,4,0
1,2,3090-AI50,.,GSA,"Substantive, Nonsignificant",6/25/08,6/25/08,0,0,17708,17708,2,0
1,2,3090-AI65,.,GSA,"Substantive, Nonsignificant",7/28/08,7/28/08,0,0,17741,17741,2,0
1,1,2700-AC81,.,NASA,Info./Admin./Other,5/15/08,5/15/08,0,0,17667,17667,1,0
1,1,2700-AD40,.,NASA,"Substantive, Nonsignificant",6/13/08,6/13/08,0,0,17696,17696,2,0
1,6,3095-AA82,.,NARA,"Substantive, Nonsignificant",8/25/98,7/17/08,0,0,14116,17730,5,2
1,4,3095-AB33,.,NARA,"Substantive, Nonsignificant",4/4/08,7/30/08,0,0,17626,17743,4,0
1,3,3133-AD12,.,NCUA,"Substantive, Nonsignificant",5/22/08,10/22/08,0,0,17674,17827,3,0
1,3,3133-AD44,.,NCUA,"Substantive, Nonsignificant",4/25/08,10/1/08,0,0,17647,17806,5,0
1,3,3133-AD45,.,NCUA,"Substantive, Nonsignificant",4/28/08,10/1/08,0,0,17650,17806,2,0
1,1,3145-AA49,.,NSF,Info./Admin./Other,4/21/08,4/21/08,0,0,17643,17643,2,0
1,6,3150-AH45,.,NRC,"Substantive, Nonsignificant",1/22/08,10/23/08,0,0,17553,17828,0,0
1,6,3150-AH57,.,NRC,"Substantive, Nonsignificant",2/11/05,2/23/09,0,0,16478,17951,39,36
1,3,3150-AH76,.,NRC,"Substantive, Nonsignificant",4/5/07,9/10/08,0,0,17261,17785,22,23
1,4,3150-AH85,.,NRC,"Substantive, Nonsignificant",2/6/07,1/1/09,0,0,17203,17898,15,5
1,7,3150-AI24,.,NRC,"Substantive, Nonsignificant",12/31/07,7/14/08,0,0,17531,17727,4,1
1,4,3150-AI28,.,NRC,Economically Significant,2/13/08,8/5/08,0,0,17575,17749,0,7
1,2,3150-AI39,.,NRC,Info./Admin./Other,5/28/08,5/28/08,0,0,17680,17680,5,0
1,2,3150-AI41,.,NRC,Info./Admin./Other,9/24/08,10/24/08,0,0,17799,17829,2,0
1,2,3150-AI44,.,NRC,"Substantive, Nonsignificant",9/29/08,10/29/08,0,0,17804,17834,2,0
1,2,3150-AI46,.,NRC,Info./Admin./Other,7/23/08,7/23/08,0,0,17736,17736,5,0
1,4,2550-AA38,.,OFHEO,Other Significant,12/5/07,6/25/08,2,1,17505,17708,4,0
1,3,0348-AB57,.,OMB,"Substantive, Nonsignificant",7/22/05,5/1/08,0,0,16639,17653,0,0
1,4,3206-AL33,.,OPM,Other Significant,7/27/07,10/29/08,3,1,17374,17834,1,0
1,4,3206-AJ92,.,OPM,Other Significant,5/23/06,5/28/08,2,1,16944,17680,39,0
1,4,3206-AL22,.,OPM,"Substantive, Nonsignificant",6/23/08,10/6/08,0,0,17706,17811,5,0
1,4,3206-AL29,.,OPM,Other Significant,8/20/07,11/13/08,2,1,17398,17849,2,0
1,3,3206-AL19,.,OPM,"Substantive, Nonsignificant",3/15/07,5/21/08,2,1,17240,17673,3,0
1,3,3206-AL64,.,OPM,Other Significant,4/15/08,8/11/08,2,1,17637,17755,3,0
1,4,3206-AI19,.,OPM,Other Significant,10/2/07,12/1/08,3,1,17441,17867,3,0
1,4,3206-AL45,.,OPM,Other Significant,1/17/08,9/8/08,2,1,17548,17783,2,0
1,4,3206-AL68,.,OPM,"Substantive, Nonsignificant",7/9/08,9/18/08,0,0,17722,17793,1,0
1,4,3206-AK87,.,OPM,Other Significant,4/25/07,9/25/08,2,1,17281,17800,5,0
1,4,3206-AK51,.,OPM,Other Significant,1/9/07,12/1/08,2,1,17175,17867,8,0
1,1,3206-AL52,.,OPM,Other Significant,5/28/08,5/28/08,1,1,17680,17680,2,0
1,3,3206-AL28,.,OPM,"Substantive, Nonsignificant",9/6/07,6/30/08,2,1,17415,17713,8,0
1,3,3206-AL32,.,OPM,Other Significant,7/19/07,5/15/08,2,1,17366,17667,2,0
1,3,3206-AL46,.,OPM,Other Significant,4/7/08,10/8/08,2,1,17629,17813,2,0
1,5,3206-AL03,.,OPM,Other Significant,10/15/07,9/25/08,2,1,17454,17800,6,0
1,3,3206-AL35,.,OPM,Other Significant,4/7/08,10/8/08,2,1,17629,17813,1,0
1,4,3206-AL62,.,OPM,Other Significant,5/22/08,11/25/08,2,1,17674,17861,78,0
1,4,0420-AA22,.,PEACE,"Substantive, Nonsignificant",2/22/08,5/5/08,0,0,17584,17657,6,0
1,5,0420-AA23,.,PEACE,"Substantive, Nonsignificant",4/22/08,9/24/08,0,0,17644,17799,1,0
1,4,1212-AB15,.,PBGC,"Substantive, Nonsignificant",10/18/07,8/4/08,0,0,17457,17748,4,0
1,3,3220-AB61,.,RRB,Other Significant,3/6/08,8/13/08,1,1,17597,17757,3,0
1,4,3235-AK03,.,SEC,"Substantive, Nonsignificant",3/12/08,12/5/08,0,0,17603,17871,28,0
1,4,3235-AK04,.,SEC,"Substantive, Nonsignificant",2/25/08,10/10/08,0,0,17587,17815,18,0
1,4,3235-AK10,.,SEC,"Substantive, Nonsignificant",5/9/08,12/8/08,0,0,17661,17874,45,0
1,8,3235-AJ31,.,SEC,"Substantive, Nonsignificant",11/8/04,7/21/08,0,0,16383,17734,16,0
1,4,3235-AJ67,.,SEC,"Substantive, Nonsignificant",1/4/07,9/10/07,0,0,17170,17419,8,0
1,4,3235-AK05,.,SEC,"Substantive, Nonsignificant",2/15/08,4/30/08,0,0,17577,17652,6,0
1,11,3235-AJ57,.,SEC,"Substantive, Nonsignificant",7/21/06,10/17/08,0,0,17003,17822,31,0
1,3,3235-AK06,.,SEC,"Substantive, Nonsignificant",3/21/08,10/17/08,0,0,17612,17822,13,0
1,7,3245-AF40,.,SBA,Other Significant,6/15/06,10/1/08,4,1,16967,17806,18,1688
1,3,3245-AF41,.,SBA,Other Significant,12/6/05,7/18/08,1,1,16776,17731,18,0
1,3,3245-AF67,.,SBA,"Substantive, Nonsignificant",10/31/07,7/22/08,0,0,17470,17735,4,4
1,4,0960-AF89,.,SSA,Other Significant,9/30/05,7/21/08,3,1,16709,17734,28,85
1,4,0960-AF96,.,SSA,Other Significant,12/21/07,6/16/08,1,1,17521,17699,4,1
1,4,0960-AG02,.,SSA,Other Significant,7/17/08,12/4/08,0,0,17730,17870,3,0
1,6,0960-AG14,.,SSA,Other Significant,6/6/06,5/7/08,2,1,16958,17659,4,5
1,3,0960-AG43,.,SSA,"Substantive, Nonsignificant",7/17/08,9/15/08,0,0,17730,17790,0,0
1,3,0960-AG68,.,SSA,Other Significant,6/20/08,10/29/08,0,0,17703,17834,3,1
1,2,0960-AG76,.,SSA,"Substantive, Nonsignificant",5/8/08,5/8/08,0,0,17660,17660,2,0
1,2,0960-AG81,.,SSA,"Substantive, Nonsignificant",5/30/08,5/30/08,0,0,17682,17682,3,0
1,4,2140-AA87,.,STB,"Substantive, Nonsignificant",11/2/07,6/29/08,0,0,17472,17712,0,0
1,6,0560-AF60,USDA,FSA,Other Significant,2/9/04,12/31/07,2,1,16110,17531,135,0
1,1,0560-AH72,USDA,FSA,Economically Significant,12/21/07,12/21/07,1,1,17521,17521,13,0
1,3,0560-AH74,USDA,FSA,Other Significant,11/26/07,3/4/08,1,1,17496,17595,9,0
1,1,0560-AH76,USDA,FSA,Economically Significant,12/21/07,12/21/07,1,1,17521,17521,15,0
1,4,0563-AC00,USDA,FCIC,Routine and Frequent,6/6/07,5/2/08,0,0,17323,17654,5,0
1,5,0563-AC01,USDA,FCIC,Routine and Frequent,10/13/06,3/15/08,0,0,17087,17606,11,0
1,4,0563-AC04,USDA,FCIC,Routine and Frequent,11/16/06,4/2/08,0,0,17121,17624,7,0
1,4,0563-AC05,USDA,FCIC,Routine and Frequent,7/28/06,11/29/07,0,0,17010,17499,16,0
1,4,0575-AC59,USDA,RHS,Other Significant,2/17/06,4/1/08,2,1,16849,17623,5,0
1,4,0575-AC62,USDA,RHS,"Substantive, Nonsignificant",10/4/06,4/4/08,0,0,17078,17626,2,0
1,3,0575-AC65,USDA,RHS,"Substantive, Nonsignificant",5/16/07,12/11/07,0,0,17302,17511,3,51
1,4,0579-AC20,USDA,APHIS,Routine and Frequent,12/4/06,11/26/07,0,0,17139,17496,5,2
1,4,0579-AC21,USDA,APHIS,"Substantive, Nonsignificant",12/13/06,3/27/08,0,0,17148,17618,2,8
1,4,0579-AC24,USDA,APHIS,"Substantive, Nonsignificant",1/5/07,4/2/08,0,0,17171,17624,5,11
1,4,0579-AC30,USDA,APHIS,Routine and Frequent,1/31/07,1/22/08,0,0,17197,17553,2,2
1,5,0579-AC32,USDA,APHIS,"Substantive, Nonsignificant",6/1/07,2/7/08,0,0,17318,17569,0,1
1,4,0579-AC33,USDA,APHIS,"Substantive, Nonsignificant",2/12/07,12/13/07,0,0,17209,17513,7,7
1,7,0579-AC34,USDA,APHIS,Other Significant,6/21/07,11/19/07,2,1,17338,17489,33,72
1,6,0579-AC40,USDA,APHIS,Routine and Frequent,6/5/07,9/17/07,0,0,17322,17426,4,6
1,5,0579-AC43,USDA,APHIS,"Substantive, Nonsignificant",7/2/07,10/30/07,0,0,17349,17469,0,0
1,4,0579-AC44,USDA,APHIS,Routine and Frequent,7/17/07,1/14/08,0,0,17364,17545,3,1
1,5,0579-AC45,USDA,APHIS,"Substantive, Nonsignificant",8/9/06,2/19/08,0,0,17022,17581,7,0
1,4,0579-AC46,USDA,APHIS,Routine and Frequent,7/17/07,1/14/08,0,0,17364,17545,3,0
1,4,0579-AC52,USDA,APHIS,Routine and Frequent,7/23/07,1/18/08,0,0,17370,17549,7,1
1,4,0579-AC58,USDA,APHIS,Routine and Frequent,8/9/06,12/17/07,0,0,17022,17517,4,8
1,4,0579-AC64,USDA,APHIS,Routine and Frequent,12/11/07,3/31/08,0,0,17511,17622,3,2
1,4,0581-AC37,USDA,AMS,"Substantive, Nonsignificant",6/4/07,3/4/08,0,0,17321,17595,20,0
1,6,0581-AC51,USDA,AMS,"Substantive, Nonsignificant",6/17/05,10/21/07,0,0,16604,17460,5,4
1,4,0581-AC61,USDA,AMS,"Substantive, Nonsignificant",7/3/06,12/11/07,0,0,16985,17511,4,0
1,4,0581-AC62,USDA,AMS,"Substantive, Nonsignificant",7/17/06,12/13/07,0,0,16999,17513,8,0
1,4,0584-AD36,USDA,FNS,"Substantive, Nonsignificant",7/27/05,6/23/08,1,1,16644,17706,5,0
1,3,0596-AB70,USDA,FS,"Substantive, Nonsignificant",6/16/06,10/19/07,0,0,16968,17458,4,0
1,1,0596-AC70,USDA,FS,Other Significant,4/21/08,4/21/08,2,1,17643,17643,0,0
1,3,0625-AA73,DOC,ITA,"Substantive, Nonsignificant",1/8/07,1/22/08,0,0,17174,17553,15,0
1,5,0648-AS01,DOC,NOAA,Other Significant,6/21/05,4/9/08,3,1,16608,17631,94,0
1,8,0648-AT71,DOC,NOAA,"Substantive, Nonsignificant",5/15/06,7/11/07,0,0,16936,17358,68,0
1,9,0648-AT87,DOC,NOAA,Other Significant,12/14/06,1/29/08,4,1,17149,17560,13,6
1,4,0648-AT93,DOC,NOAA,"Substantive, Nonsignificant",8/7/07,11/14/07,0,0,17385,17484,3,0
1,5,0648-AU07,DOC,NOAA,"Substantive, Nonsignificant",12/13/05,10/5/07,0,0,16783,17444,10,0
1,3,0648-AU08,DOC,NOAA,"Substantive, Nonsignificant",8/8/07,12/7/07,0,0,17386,17507,15,0
1,5,0648-AU22,DOC,NOAA,"Substantive, Nonsignificant",12/27/07,4/4/08,0,0,17527,17626,13,18
1,2,0648-AU29,DOC,NOAA,"Substantive, Nonsignificant",12/28/07,3/20/08,0,0,17528,17611,0,12
1,5,0648-AU32,DOC,NOAA,"Substantive, Nonsignificant",11/30/07,4/14/08,0,0,17500,17636,46,30
1,6,0648-AU48,DOC,NOAA,"Substantive, Nonsignificant",12/7/06,9/4/07,0,0,17142,17413,33,0
1,3,0648-AU59,DOC,NOAA,Other Significant,10/12/07,2/13/08,2,1,17451,17575,10,5
1,3,0648-AU69,DOC,NOAA,Other Significant,12/20/06,2/25/08,2,1,17155,17587,5,0
1,3,0648-AU77,DOC,NOAA,"Substantive, Nonsignificant",6/27/07,10/15/07,0,0,17344,17454,2,0
1,3,0648-AU85,DOC,NOAA,"Substantive, Nonsignificant",11/14/07,2/15/08,0,0,17484,17577,3,1
1,5,0648-AU93,DOC,NOAA,"Substantive, Nonsignificant",6/19/07,11/9/07,0,0,17336,17479,3,0
1,4,0648-AV10,DOC,NOAA,"Substantive, Nonsignificant",6/18/07,11/5/07,0,0,17335,17475,5,0
1,3,0648-AV17,DOC,NOAA,"Substantive, Nonsignificant",1/3/08,2/11/08,0,0,17534,17573,3,2
1,3,0648-AV38,DOC,NOAA,"Substantive, Nonsignificant",9/19/07,12/18/07,0,0,17428,17518,5,0
1,5,0648-AV40,DOC,NOAA,"Substantive, Nonsignificant",1/8/07,4/4/08,0,0,17174,17626,8,0
1,3,0648-AV42,DOC,NOAA,"Substantive, Nonsignificant",11/15/07,1/4/08,0,0,17485,17535,0,0
1,3,0648-AV44,DOC,NOAA,"Substantive, Nonsignificant",6/14/07,3/4/08,0,0,17331,17595,1,0
1,3,0648-AV45,DOC,NOAA,"Substantive, Nonsignificant",3/22/07,1/3/08,0,0,17247,17534,7,0
1,3,0648-AV54,DOC,NOAA,"Substantive, Nonsignificant",6/28/07,11/27/07,0,0,17345,17497,33,0
1,3,0648-AV58,DOC,NOAA,"Substantive, Nonsignificant",10/2/07,12/31/07,0,0,17441,17531,5,5
1,3,0648-AV59,DOC,NOAA,"Substantive, Nonsignificant",8/6/07,12/27/07,0,0,17384,17527,5,0
1,3,0648-AV62,DOC,NOAA,"Substantive, Nonsignificant",11/21/07,2/19/08,0,0,17491,17581,18,2
1,3,0648-AV70,DOC,NOAA,"Substantive, Nonsignificant",8/21/07,1/28/08,0,0,17399,17559,23,0
1,3,0648-AV73,DOC,NOAA,Other Significant,10/29/07,4/8/08,2,1,17468,17630,15,0
1,3,0648-AV79,DOC,NOAA,"Substantive, Nonsignificant",10/16/07,12/27/07,0,0,17455,17527,8,1
1,3,0648-AV83,DOC,NOAA,"Substantive, Nonsignificant",10/15/07,12/26/07,0,0,17454,17526,3,2
1,1,0648-AV84,DOC,NOAA,"Substantive, Nonsignificant",4/8/08,4/8/08,0,0,17630,17630,17,7
1,3,0648-AV91,DOC,NOAA,"Substantive, Nonsignificant",10/30/07,12/21/07,0,0,17469,17521,5,1
1,4,0648-AV93,DOC,NOAA,Routine and Frequent,10/1/07,1/1/08,0,0,17440,17532,7,2
1,3,0648-AV96,DOC,NOAA,"Substantive, Nonsignificant",11/30/07,3/11/08,0,0,17500,17602,3,0
1,4,0648-AV99,DOC,NOAA,"Substantive, Nonsignificant",9/28/07,12/18/07,0,0,17437,17518,4,0
1,1,0648-AW04,DOC,NOAA,Info./Admin./Other,12/6/07,12/6/07,0,0,17506,17506,0,0
1,1,0648-AW07,DOC,NOAA,"Substantive, Nonsignificant",10/4/07,10/4/07,0,0,17443,17443,13,0
1,3,0648-AW13,DOC,NOAA,"Substantive, Nonsignificant",1/3/08,3/28/08,0,0,17534,17619,0,2
1,1,0648-AW14,DOC,NOAA,Info./Admin./Other,11/30/07,11/30/07,0,0,17500,17500,0,0
1,3,0648-AW16,DOC,NOAA,"Substantive, Nonsignificant",3/3/08,4/3/08,0,0,17594,17625,5,0
1,3,0648-AW17,DOC,NOAA,"Substantive, Nonsignificant",3/11/08,4/10/08,0,0,17602,17632,3,0
1,1,0648-AW20,DOC,NOAA,"Substantive, Nonsignificant",12/4/07,12/4/07,0,0,17504,17504,2,0
1,1,0648-AW21,DOC,NOAA,"Substantive, Nonsignificant",12/5/07,12/5/07,0,0,17505,17505,0,2
1,3,0648-AW26,DOC,NOAA,"Substantive, Nonsignificant",1/2/08,3/7/08,0,0,17533,17598,18,5
1,1,0648-AW27,DOC,NOAA,"Substantive, Nonsignificant",12/4/07,12/4/07,0,0,17504,17504,9,0
1,1,0648-AW34,DOC,NOAA,"Substantive, Nonsignificant",12/18/07,12/18/07,0,0,17518,17518,18,0
1,1,0648-AW39,DOC,NOAA,"Substantive, Nonsignificant",2/11/08,2/11/08,1,1,17573,17573,58,0
1,1,0648-AW41,DOC,NOAA,"Substantive, Nonsignificant",3/28/08,3/28/08,0,0,17619,17619,0,0
1,3,0651-AB93,DOC,PTO,Other Significant,1/3/06,8/21/07,2,1,16804,17399,0,7
1,3,0651-AB94,DOC,PTO,Other Significant,1/3/06,8/21/07,2,1,16804,17399,0,0
1,4,0691-AA63,DOC,BEA,"Substantive, Nonsignificant",9/13/07,1/16/08,0,0,17422,17547,3,0
1,4,0691-AA64,DOC,BEA,"Substantive, Nonsignificant",9/21/07,1/25/08,0,0,17430,17556,4,0
1,1,0694-AD72,DOC,BIS,"Substantive, Nonsignificant",12/12/07,12/12/07,0,0,17512,17512,5,0
1,1,0694-AD92,DOC,BIS,"Substantive, Nonsignificant",11/7/07,11/7/07,0,0,17477,17477,0,0
1,2,0694-AD95,DOC,BIS,"Substantive, Nonsignificant",11/5/07,11/5/07,0,0,17475,17475,33,0
1,1,0694-AE07,DOC,BIS,"Substantive, Nonsignificant",8/6/07,8/6/07,0,0,17384,17384,5,0
1,1,0694-AE08,DOC,BIS,"Substantive, Nonsignificant",9/12/07,9/12/07,0,0,17421,17421,4,0
1,1,0694-AE11,DOC,BIS,"Substantive, Nonsignificant",10/19/07,10/19/07,0,0,17458,17458,5,0
1,1,0694-AE15,DOC,BIS,"Substantive, Nonsignificant",1/2/08,1/2/08,0,0,17533,17533,7,0
1,1,0694-AE17,DOC,BIS,Other Significant,10/24/07,10/24/07,1,1,17463,17463,3,0
1,1,0694-AE19,DOC,BIS,"Substantive, Nonsignificant",11/30/07,11/30/07,0,0,17500,17500,4,0
1,1,0694-AE20,DOC,BIS,"Substantive, Nonsignificant",2/28/08,2/28/08,0,0,17590,17590,3,0
1,6,0701-AA72,DOD,AF,"Substantive, Nonsignificant",3/8/07,3/24/08,0,0,17233,17615,4,0
1,2,0703-AA84,DOD,NAVY,"Substantive, Nonsignificant",3/7/08,3/7/08,0,0,17598,17598,1,0
1,5,0710-AA55,DOD,COE,Other Significant,3/28/06,6/9/08,2,1,16888,17692,112,0
1,5,0720-AB02,DOD,DODOASHA,Other Significant,11/17/06,9/20/07,1,1,17122,17429,1,0
1,4,0720-AB13,DOD,DODOASHA,"Substantive, Nonsignificant",4/16/07,11/16/07,1,1,17272,17486,0,0
1,4,0750-AD72,DOD,DARC,"Substantive, Nonsignificant",9/30/04,12/7/07,0,0,16344,17507,4,0
1,5,0750-AD76,DOD,DARC,"Substantive, Nonsignificant",4/26/02,3/3/08,0,0,15456,17594,3,0
1,7,0750-AF11,DOD,DARC,"Substantive, Nonsignificant",6/21/05,1/24/08,1,1,16608,17555,1,1
1,4,0750-AF25,DOD,DARC,"Substantive, Nonsignificant",6/16/06,3/31/08,1,1,16968,17622,14,10
1,4,0750-AF52,DOD,DARC,"Substantive, Nonsignificant",1/22/07,1/10/08,0,0,17188,17541,3,6
1,4,0750-AF53,DOD,DARC,"Substantive, Nonsignificant",11/9/06,1/10/08,0,0,17114,17541,2,3
1,4,0750-AF55,DOD,DARC,"Substantive, Nonsignificant",2/12/07,1/10/08,0,0,17209,17541,2,0
1,5,0750-AF57,DOD,DARC,"Substantive, Nonsignificant",3/27/07,1/10/08,0,0,17252,17541,1,0
1,4,0750-AF61,DOD,DARC,"Substantive, Nonsignificant",3/27/07,1/24/08,0,0,17252,17555,2,0
1,4,0750-AF63,DOD,DARC,"Substantive, Nonsignificant",8/14/07,3/3/08,0,0,17392,17594,4,18
1,4,0750-AF74,DOD,DARC,"Substantive, Nonsignificant",7/2/07,11/8/07,0,0,17349,17478,11,45
1,2,0750-AF76,DOD,DARC,"Substantive, Nonsignificant",1/24/08,1/24/08,0,0,17555,17555,2,0
1,2,0750-AF78,DOD,DARC,"Substantive, Nonsignificant",1/24/08,1/24/08,0,0,17555,17555,1,0
1,2,0750-AF87,DOD,DARC,"Substantive, Nonsignificant",1/10/08,1/10/08,0,0,17541,17541,1,0
1,5,0790-AH70,DOD,OS,"Substantive, Nonsignificant",6/10/04,12/19/07,0,0,16232,17519,0,0
1,2,0790-AH78,DOD,OS,"Substantive, Nonsignificant",7/18/06,7/18/06,0,0,17000,17000,0,0
1,4,0790-AH85,DOD,OS,"Substantive, Nonsignificant",2/2/06,2/2/06,0,0,16834,16834,0,0
1,3,0790-AH95,DOD,OS,"Substantive, Nonsignificant",2/25/08,2/25/08,0,0,17587,17587,1,0
1,4,0790-AI15,DOD,OS,Other Significant,5/7/07,4/28/08,1,1,17293,17650,7,41
1,4,0790-AI21,DOD,OS,"Substantive, Nonsignificant",6/15/07,12/19/07,0,0,17332,17519,0,0
1,3,1890-AA15,ED,OCFO,"Substantive, Nonsignificant",5/24/07,12/7/07,0,0,17310,17507,0,0
1,6,1904-AA78,DOE,EE,Economically Significant,9/8/93,11/19/07,3,1,12304,17489,38,139
1,4,1904-AB13,DOE,EE,Other Significant,12/4/06,12/21/07,2,1,17139,17521,7,2
1,1,1991-AB62,DOE,PR,Info./Admin./Other,5/29/07,5/29/07,0,0,17315,17315,28,0
1,1,1992-AA38,DOE,DSA,"Substantive, Nonsignificant",1/23/08,1/23/08,0,0,17554,17554,3,0
1,4,0910-AF67,HHS,FDA,Other Significant,8/22/06,12/6/07,0,0,17035,17506,24,0
1,3,0910-AF77,HHS,FDA,Other Significant,9/30/97,9/30/97,0,0,13787,13787,0,0
1,4,0910-AF84,HHS,FDA,Routine and Frequent,8/16/07,2/8/08,0,0,17394,17570,0,0
1,4,0910-AF85,HHS,FDA,Other Significant,10/18/07,3/7/08,1,1,17457,17598,0,0
1,4,0920-AA19,HHS,CDC,Other Significant,1/2/07,2/23/08,2,1,17168,17585,6,0
1,3,0938-AG82,HHS,CMS,Other Significant,2/4/05,4/15/08,4,1,16471,17637,115,0
1,3,0938-AN10,HHS,CMS,Other Significant,8/30/05,3/24/08,2,1,16678,17615,8,0
1,3,0938-AN27,HHS,CMS,Other Significant,2/24/06,3/24/08,2,1,16856,17615,7,0
1,2,0938-AO65,HHS,CMS,Economically Significant,7/12/07,11/27/07,2,1,17359,17497,1012,0
1,4,0938-AO66,HHS,CMS,Economically Significant,11/16/07,6/6/08,2,1,17486,17689,0,0
1,3,0938-AO71,HHS,CMS,Economically Significant,7/16/07,11/27/07,2,1,17363,17497,0,0
1,3,0938-AO74,HHS,CMS,Economically Significant,5/25/07,4/15/08,2,1,17311,17637,24,0
1,3,0938-AO78,HHS,CMS,Other Significant,4/27/07,12/5/07,2,1,17283,17505,42,0
1,3,0938-AO80,HHS,CMS,Economically Significant,3/23/07,2/22/08,2,1,17248,17584,15,0
1,3,0938-AO88,HHS,CMS,Other Significant,7/20/07,11/30/07,3,1,17367,17500,4,0
1,3,0938-AP13,HHS,CMS,Economically Significant,9/7/07,12/28/07,2,1,17416,17528,17,0
1,1,0938-AP23,HHS,CMS,Other Significant,4/1/08,4/1/08,1,1,17623,17623,0,0
1,4,0938-AP25,HHS,CMS,Economically Significant,1/8/08,5/31/08,2,1,17539,17683,7,11
1,3,0970-AC21,HHS,ACF,Other Significant,7/14/06,2/26/08,2,1,16996,17588,41,0
1,2,0970-AC27,HHS,ACF,Other Significant,6/29/06,2/5/08,2,1,16981,17567,57,0
1,3,0970-AC31,HHS,ACF,Other Significant,8/29/00,1/8/08,1,1,14851,17539,0,0
1,1,0991-AB43,HHS,OS,"Substantive, Nonsignificant",3/26/08,3/26/08,0,0,17617,17617,0,0
1,4,1601-AA37,DHS,OS,Economically Significant,3/9/07,3/31/08,3,1,17234,17622,73,0
1,8,1615-AA01,DHS,USCIS,Other Significant,11/23/93,9/4/96,0,0,12380,13396,0,0
1,4,1625-AB09,DHS,USCG,"Substantive, Nonsignificant",6/12/07,2/13/08,0,0,17329,17575,11,0
1,4,1651-AA69,DHS,USCBP,Economically Significant,6/26/07,6/1/09,2,1,17343,18049,37,604
1,13,1652-AA04,DHS,TSA,Other Significant,2/22/02,2/1/03,0,0,15393,15737,0,0
1,2,1653-AA57,DHS,USICE,"Substantive, Nonsignificant",2/26/08,3/27/08,0,0,17588,17618,0,0
1,2,1660-AA59,DHS,FEMA,"Substantive, Nonsignificant",4/16/08,4/16/08,0,0,17638,17638,3,0
1,3,2501-AD29,HUD,HUDSEC,"Substantive, Nonsignificant",3/23/07,12/27/07,0,0,17248,17527,14,1
